Sample	sequence_length_distribution	overrepresented_sequences	%GC	per_base_sequence_quality	Encoding	avg_sequence_length	per_sequence_quality_scores	per_base_n_content	Filtered Sequences	per_base_sequence_content	Sequence length	File type	sequence_duplication_levels	per_sequence_gc_content	per_base_gc_content	kmer_content	Total Sequences	basic_statistics	Filename
F_heteroclitus_MDPP_transfer_1_R2	pass	warn	46.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	9436924.0	pass	F_heteroclitus_MDPP_transfer_1_R2.fastq.gz
F_heteroclitus_MDPP_transfer_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14218511.0	pass	F_heteroclitus_MDPP_transfer_2_R1.fastq.gz
F_heteroclitus_MDPP_transfer_2_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14218511.0	pass	F_heteroclitus_MDPP_transfer_2_R2.fastq.gz
F_heteroclitus_MDPP_transfer_3_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	15065332.0	pass	F_heteroclitus_MDPP_transfer_3_R1.fastq.gz
F_heteroclitus_MDPP_transfer_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	15065332.0	pass	F_heteroclitus_MDPP_transfer_3_R2.fastq.gz
F_notatus_NA_BW_1_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	32171453.0	pass	F_notatus_NA_BW_1_R1.fastq.gz
F_notatus_NA_BW_1_R2	pass	pass	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	32171453.0	pass	F_notatus_NA_BW_1_R2.fastq.gz
F_notatus_NA_BW_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	10558419.0	pass	F_notatus_NA_BW_2_R1.fastq.gz
F_notatus_NA_BW_2_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	10558419.0	pass	F_notatus_NA_BW_2_R2.fastq.gz
F_notatus_NA_BW_3_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	32548515.0	pass	F_notatus_NA_BW_3_R1.fastq.gz
F_notatus_NA_BW_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	32548515.0	pass	F_notatus_NA_BW_3_R2.fastq.gz
F_notatus_NA_FW_1_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	9002231.0	pass	F_notatus_NA_FW_1_R1.fastq.gz
F_notatus_NA_FW_1_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	9002231.0	pass	F_notatus_NA_FW_1_R2.fastq.gz
F_notatus_NA_FW_2_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12113660.0	pass	F_notatus_NA_FW_2_R1.fastq.gz
F_notatus_NA_FW_2_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12113660.0	pass	F_notatus_NA_FW_2_R2.fastq.gz
F_notatus_NA_FW_3_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	18730504.0	pass	F_notatus_NA_FW_3_R1.fastq.gz
F_notatus_NA_FW_3_R2	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	18730504.0	pass	F_notatus_NA_FW_3_R2.fastq.gz
F_notatus_NA_transfer_1_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	33631288.0	pass	F_notatus_NA_transfer_1_R1.fastq.gz
F_notatus_NA_transfer_1_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	33631288.0	pass	F_notatus_NA_transfer_1_R2.fastq.gz
F_notatus_NA_transfer_2_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12337870.0	pass	F_notatus_NA_transfer_2_R1.fastq.gz
F_notatus_NA_transfer_2_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12337870.0	pass	F_notatus_NA_transfer_2_R2.fastq.gz
F_notatus_NA_transfer_3_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	14443443.0	pass	F_notatus_NA_transfer_3_R1.fastq.gz
F_notatus_NA_transfer_3_R2	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	14443443.0	pass	F_notatus_NA_transfer_3_R2.fastq.gz
F_notti_NA_FW_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11289585.0	pass	F_notti_NA_FW_1_R1.fastq.gz
F_notti_NA_FW_1_R2	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11289585.0	pass	F_notti_NA_FW_1_R2.fastq.gz
F_notti_NA_FW_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	12058909.0	pass	F_notti_NA_FW_2_R1.fastq.gz
F_notti_NA_FW_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	12058909.0	pass	F_notti_NA_FW_2_R2.fastq.gz
F_olivaceous_NA_BW_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11737649.0	pass	F_olivaceous_NA_BW_1_R1.fastq.gz
F_olivaceous_NA_BW_1_R2	pass	warn	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	11737649.0	pass	F_olivaceous_NA_BW_1_R2.fastq.gz
F_olivaceous_NA_BW_2_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	20204987.0	pass	F_olivaceous_NA_BW_2_R1.fastq.gz
F_olivaceous_NA_BW_2_R2	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	20204987.0	pass	F_olivaceous_NA_BW_2_R2.fastq.gz
F_olivaceous_NA_BW_3_R1	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	18180511.0	pass	F_olivaceous_NA_BW_3_R1.fastq.gz
F_olivaceous_NA_BW_3_R2	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	18180511.0	pass	F_olivaceous_NA_BW_3_R2.fastq.gz
F_olivaceous_NA_FW_1_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	14335813.0	pass	F_olivaceous_NA_FW_1_R1.fastq.gz
F_olivaceous_NA_FW_1_R2	pass	pass	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	14335813.0	pass	F_olivaceous_NA_FW_1_R2.fastq.gz
F_olivaceous_NA_FW_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	9787700.0	pass	F_olivaceous_NA_FW_2_R1.fastq.gz
F_olivaceous_NA_FW_2_R2	pass	pass	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	9787700.0	pass	F_olivaceous_NA_FW_2_R2.fastq.gz
F_olivaceous_NA_FW_3_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	8896418.0	pass	F_olivaceous_NA_FW_3_R1.fastq.gz
F_olivaceous_NA_FW_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	8896418.0	pass	F_olivaceous_NA_FW_3_R2.fastq.gz
F_olivaceous_NA_transfer_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11437097.0	pass	F_olivaceous_NA_transfer_1_R1.fastq.gz
F_olivaceous_NA_transfer_1_R2	pass	pass	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11437097.0	pass	F_olivaceous_NA_transfer_1_R2.fastq.gz
F_olivaceous_NA_transfer_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	6853982.0	pass	F_olivaceous_NA_transfer_2_R1.fastq.gz
F_olivaceous_NA_transfer_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	6853982.0	pass	F_olivaceous_NA_transfer_2_R2.fastq.gz
F_parvapinis_NA_BW_1_R1	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	6373998.0	pass	F_parvapinis_NA_BW_1_R1.fastq.gz
F_parvapinis_NA_BW_1_R2	pass	warn	47.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	6373998.0	pass	F_parvapinis_NA_BW_1_R2.fastq.gz
F_parvapinis_NA_BW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	7691355.0	pass	F_parvapinis_NA_BW_2_R1.fastq.gz
F_parvapinis_NA_BW_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	7691355.0	pass	F_parvapinis_NA_BW_2_R2.fastq.gz
F_parvapinis_NA_BW_3_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	7360385.0	pass	F_parvapinis_NA_BW_3_R1.fastq.gz
F_parvapinis_NA_BW_3_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	7360385.0	pass	F_parvapinis_NA_BW_3_R2.fastq.gz
F_parvapinis_NA_FW_1_R1	pass	warn	46.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	9554576.0	pass	F_parvapinis_NA_FW_1_R1.fastq.gz
F_parvapinis_NA_FW_1_R2	pass	warn	46.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	9554576.0	pass	F_parvapinis_NA_FW_1_R2.fastq.gz
F_parvapinis_NA_FW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	7862298.0	pass	F_parvapinis_NA_FW_2_R1.fastq.gz
F_parvapinis_NA_FW_2_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	7862298.0	pass	F_parvapinis_NA_FW_2_R2.fastq.gz
F_parvapinis_NA_FW_3_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	8074759.0	pass	F_parvapinis_NA_FW_3_R1.fastq.gz
F_parvapinis_NA_FW_3_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	8074759.0	pass	F_parvapinis_NA_FW_3_R2.fastq.gz
F_parvapinis_NA_transfer_1_R1	pass	fail	43.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	27260921.0	pass	F_parvapinis_NA_transfer_1_R1.fastq.gz
F_parvapinis_NA_transfer_1_R2	pass	fail	43.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	27260921.0	pass	F_parvapinis_NA_transfer_1_R2.fastq.gz
F_parvapinis_NA_transfer_2_R1	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	18412525.0	pass	F_parvapinis_NA_transfer_2_R1.fastq.gz
F_parvapinis_NA_transfer_2_R2	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	18412525.0	pass	F_parvapinis_NA_transfer_2_R2.fastq.gz
F_rathbuni_NA_BW_1_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	13514086.0	pass	F_rathbuni_NA_BW_1_R1.fastq.gz
F_rathbuni_NA_BW_1_R2	pass	warn	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	13514086.0	pass	F_rathbuni_NA_BW_1_R2.fastq.gz
F_rathbuni_NA_BW_2_R1	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	fail	fail	fail	11031365.0	pass	F_rathbuni_NA_BW_2_R1.fastq.gz
F_rathbuni_NA_BW_2_R2	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	fail	fail	fail	11031365.0	pass	F_rathbuni_NA_BW_2_R2.fastq.gz
F_rathbuni_NA_BW_3_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12687300.0	pass	F_rathbuni_NA_BW_3_R1.fastq.gz
F_rathbuni_NA_BW_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12687300.0	pass	F_rathbuni_NA_BW_3_R2.fastq.gz
F_rathbuni_NA_FW_1_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	15690887.0	pass	F_rathbuni_NA_FW_1_R1.fastq.gz
F_rathbuni_NA_FW_1_R2	pass	warn	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	15690887.0	pass	F_rathbuni_NA_FW_1_R2.fastq.gz
F_rathbuni_NA_FW_2_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	52821614.0	pass	F_rathbuni_NA_FW_2_R1.fastq.gz
F_rathbuni_NA_FW_2_R2	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	52821614.0	pass	F_rathbuni_NA_FW_2_R2.fastq.gz
F_rathbuni_NA_FW_3_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	15786079.0	pass	F_rathbuni_NA_FW_3_R1.fastq.gz
F_rathbuni_NA_FW_3_R2	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	15786079.0	pass	F_rathbuni_NA_FW_3_R2.fastq.gz
F_rathbuni_NA_transfer_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	fail	fail	fail	23947361.0	pass	F_rathbuni_NA_transfer_1_R1.fastq.gz
F_rathbuni_NA_transfer_1_R2	pass	pass	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	fail	fail	fail	23947361.0	pass	F_rathbuni_NA_transfer_1_R2.fastq.gz
F_rathbuni_NA_transfer_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11543974.0	pass	F_rathbuni_NA_transfer_2_R1.fastq.gz
F_rathbuni_NA_transfer_2_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11543974.0	pass	F_rathbuni_NA_transfer_2_R2.fastq.gz
F_rathbuni_NA_transfer_3_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	18098773.0	pass	F_rathbuni_NA_transfer_3_R1.fastq.gz
F_rathbuni_NA_transfer_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	18098773.0	pass	F_rathbuni_NA_transfer_3_R2.fastq.gz
F_sciadicus_NA_BW_1_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	26751294.0	pass	F_sciadicus_NA_BW_1_R1.fastq.gz
F_sciadicus_NA_BW_1_R2	pass	pass	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	26751294.0	pass	F_sciadicus_NA_BW_1_R2.fastq.gz
F_sciadicus_NA_BW_2_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	9485042.0	pass	F_sciadicus_NA_BW_2_R1.fastq.gz
F_sciadicus_NA_BW_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	9485042.0	pass	F_sciadicus_NA_BW_2_R2.fastq.gz
F_sciadicus_NA_FW_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	7726019.0	pass	F_sciadicus_NA_FW_1_R1.fastq.gz
F_sciadicus_NA_FW_1_R2	pass	warn	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	7726019.0	pass	F_sciadicus_NA_FW_1_R2.fastq.gz
F_sciadicus_NA_FW_2_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	5886392.0	pass	F_sciadicus_NA_FW_2_R1.fastq.gz
F_sciadicus_NA_FW_2_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	5886392.0	pass	F_sciadicus_NA_FW_2_R2.fastq.gz
F_sciadicus_NA_transfer_1_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10812137.0	pass	F_sciadicus_NA_transfer_1_R1.fastq.gz
F_sciadicus_NA_transfer_1_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10812137.0	pass	F_sciadicus_NA_transfer_1_R2.fastq.gz
F_similis_NA_BW_1_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	15041589.0	pass	F_similis_NA_BW_1_R1.fastq.gz
F_similis_NA_BW_1_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	15041589.0	pass	F_similis_NA_BW_1_R2.fastq.gz
F_similis_NA_BW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10821719.0	pass	F_similis_NA_BW_2_R1.fastq.gz
F_similis_NA_BW_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10821719.0	pass	F_similis_NA_BW_2_R2.fastq.gz
F_similis_NA_BW_3_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10009516.0	pass	F_similis_NA_BW_3_R1.fastq.gz
F_similis_NA_BW_3_R2	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10009516.0	pass	F_similis_NA_BW_3_R2.fastq.gz
F_similis_NA_FW_1_R1	pass	fail	46.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	17019396.0	pass	F_similis_NA_FW_1_R1.fastq.gz
F_similis_NA_FW_1_R2	pass	fail	46.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	17019396.0	pass	F_similis_NA_FW_1_R2.fastq.gz
F_similis_NA_FW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	9368030.0	pass	F_similis_NA_FW_2_R1.fastq.gz
F_similis_NA_FW_2_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	9368030.0	pass	F_similis_NA_FW_2_R2.fastq.gz
F_similis_NA_FW_3_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	10089242.0	pass	F_similis_NA_FW_3_R1.fastq.gz
F_similis_NA_FW_3_R2	pass	warn	51.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10089242.0	pass	F_similis_NA_FW_3_R2.fastq.gz
F_similis_NA_transfer_1_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	14555376.0	pass	F_similis_NA_transfer_1_R1.fastq.gz
F_similis_NA_transfer_1_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	14555376.0	pass	F_similis_NA_transfer_1_R2.fastq.gz
F_similis_NA_transfer_2_R1	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	6900428.0	pass	F_similis_NA_transfer_2_R1.fastq.gz
F_similis_NA_transfer_2_R2	pass	warn	51.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	6900428.0	pass	F_similis_NA_transfer_2_R2.fastq.gz
F_similis_NA_transfer_3_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10308803.0	pass	F_similis_NA_transfer_3_R1.fastq.gz
F_similis_NA_transfer_3_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10308803.0	pass	F_similis_NA_transfer_3_R2.fastq.gz
F_zebrinus_NA_BW_1_R1	pass	warn	47.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	warn	12031830.0	pass	F_zebrinus_NA_BW_1_R1.fastq.gz
F_zebrinus_NA_BW_1_R2	pass	warn	47.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	fail	fail	fail	12031830.0	pass	F_zebrinus_NA_BW_1_R2.fastq.gz
F_zebrinus_NA_BW_2_R1	pass	warn	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	8977854.0	pass	F_zebrinus_NA_BW_2_R1.fastq.gz
F_zebrinus_NA_BW_2_R2	pass	warn	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	8977854.0	pass	F_zebrinus_NA_BW_2_R2.fastq.gz
F_zebrinus_NA_FW_1_R1	pass	pass	48.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14763674.0	pass	F_zebrinus_NA_FW_1_R1.fastq.gz
F_zebrinus_NA_FW_1_R2	pass	pass	48.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14763674.0	pass	F_zebrinus_NA_FW_1_R2.fastq.gz
F_zebrinus_NA_FW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	13600787.0	pass	F_zebrinus_NA_FW_2_R1.fastq.gz
F_zebrinus_NA_FW_2_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	13600787.0	pass	F_zebrinus_NA_FW_2_R2.fastq.gz
L_goodei_NA_BW_1_R1	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	10362426.0	pass	L_goodei_NA_BW_1_R1.fastq.gz
